locus_tag	ftype	length_bp	gene	EC_number	COG	product
CNBKHAJB_01647	CDS	1086				hypothetical protein
CNBKHAJB_01648	CDS	1239	mdoC	2.1.-.-	COG1835	Glucans biosynthesis protein C
CNBKHAJB_01649	CDS	720				hypothetical protein
CNBKHAJB_01650	CDS	615	ribA	3.5.4.25		GTP cyclohydrolase-2
CNBKHAJB_01651	CDS	3003	torS	2.7.13.3	COG0784	Sensor protein TorS
CNBKHAJB_01652	CDS	1071	torT		COG1879	Periplasmic protein TorT
CNBKHAJB_01653	CDS	723	torR		COG0745	TorCAD operon transcriptional regulatory protein TorR
CNBKHAJB_01654	CDS	762				hypothetical protein
CNBKHAJB_01655	CDS	174				hypothetical protein
CNBKHAJB_01656	CDS	1179	torC		COG3005	Cytochrome c-type protein TorC
CNBKHAJB_01657	CDS	2493	torA	1.7.2.3		Trimethylamine-N-oxide reductase
CNBKHAJB_01658	CDS	711	torD			Chaperone protein TorD
CNBKHAJB_01659	CDS	1983				hypothetical protein
CNBKHAJB_01660	CDS	405				hypothetical protein
CNBKHAJB_01661	CDS	288				hypothetical protein
CNBKHAJB_01662	CDS	1401				hypothetical protein
CNBKHAJB_01663	CDS	999	emrA			Colistin resistance protein EmrA
CNBKHAJB_01664	CDS	1188				hypothetical protein
CNBKHAJB_01665	CDS	1188				hypothetical protein
CNBKHAJB_01666	CDS	624				hypothetical protein
CNBKHAJB_01667	CDS	453				hypothetical protein
CNBKHAJB_01668	CDS	492				hypothetical protein
CNBKHAJB_01669	CDS	549				hypothetical protein
CNBKHAJB_01670	CDS	3165	ttgB			Toluene efflux pump membrane transporter TtgB
CNBKHAJB_01671	CDS	1119	mdtA_4			Multidrug resistance protein MdtA
CNBKHAJB_01672	CDS	786				hypothetical protein
CNBKHAJB_01673	CDS	417	tolR_2			Tol-Pal system protein TolR
CNBKHAJB_01674	CDS	411				hypothetical protein
CNBKHAJB_01675	CDS	612	tolQ_2			Tol-Pal system protein TolQ
CNBKHAJB_01676	CDS	672	arlR_1		COG0745	Response regulator ArlR
CNBKHAJB_01677	CDS	423				hypothetical protein
CNBKHAJB_01678	CDS	435				hypothetical protein
CNBKHAJB_01679	CDS	804				hypothetical protein
CNBKHAJB_01680	CDS	2052	hxuC		COG4771	Heme/hemopexin utilization protein C
CNBKHAJB_01681	CDS	975				hypothetical protein
CNBKHAJB_01682	CDS	1077	ccp_2	1.11.1.5	COG1858	Cytochrome c551 peroxidase
CNBKHAJB_01683	CDS	405				hypothetical protein
CNBKHAJB_01684	CDS	999		2.4.-.-	COG0463	putative glycosyltransferase
CNBKHAJB_01685	CDS	1440	arnT	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
CNBKHAJB_01686	CDS	672	mprA		COG0745	Response regulator MprA
CNBKHAJB_01687	CDS	1266				hypothetical protein
CNBKHAJB_01688	CDS	765				hypothetical protein
CNBKHAJB_01689	CDS	1032				hypothetical protein
CNBKHAJB_01690	CDS	1188	iadA	3.4.19.-	COG1820	Isoaspartyl dipeptidase
CNBKHAJB_01691	CDS	825	cphB	3.4.15.6	COG4242	Cyanophycinase
CNBKHAJB_01692	CDS	2820	cphA_1	6.3.2.29		Cyanophycin synthetase
CNBKHAJB_01693	CDS	1755	murE_1	6.3.2.7		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
CNBKHAJB_01694	CDS	276	hupB_1		COG0776	DNA-binding protein HU-beta
CNBKHAJB_01695	CDS	3036				hypothetical protein
CNBKHAJB_01696	CDS	1305	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
CNBKHAJB_01697	CDS	1587	cydA_1	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
CNBKHAJB_01698	CDS	1155	cydB_1	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
CNBKHAJB_01699	CDS	132				hypothetical protein
CNBKHAJB_01700	CDS	1779	cydD	7.4.2.-	COG4988	Glutathione/L-cysteine transport system ATP-binding/permease protein CydD
CNBKHAJB_01701	CDS	1800	cydC	7.4.2.-	COG4987	Glutathione/L-cysteine transport system ATP-binding/permease protein CydC
CNBKHAJB_01702	CDS	582				hypothetical protein
CNBKHAJB_01703	CDS	2565	rcsC_8	2.7.13.3		Sensor histidine kinase RcsC
CNBKHAJB_01704	CDS	1149				hypothetical protein
CNBKHAJB_01705	CDS	2148				hypothetical protein
CNBKHAJB_01706	CDS	1521	exaC	1.2.1.-		Acetaldehyde dehydrogenase
CNBKHAJB_01707	CDS	1764	pedH	1.1.2.-	COG4993	Quinoprotein alcohol dehydrogenase PedH
CNBKHAJB_01708	CDS	891				hypothetical protein
CNBKHAJB_01709	CDS	441	exaB			Cytochrome c550
CNBKHAJB_01710	CDS	1227				hypothetical protein
CNBKHAJB_01711	CDS	1005				hypothetical protein
CNBKHAJB_01712	CDS	756	lnrL_2	7.6.2.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
CNBKHAJB_01713	CDS	783				hypothetical protein
CNBKHAJB_01714	CDS	474				hypothetical protein
CNBKHAJB_01715	CDS	801				IS3 family transposase ISCps9
CNBKHAJB_01716	CDS	270				hypothetical protein
CNBKHAJB_01717	CDS	378				hypothetical protein
CNBKHAJB_01718	CDS	282				hypothetical protein
CNBKHAJB_01719	CDS	1299				hypothetical protein
CNBKHAJB_01720	CDS	2388				putative TonB-dependent receptor
CNBKHAJB_01721	CDS	1548				hypothetical protein
CNBKHAJB_01722	CDS	903				hypothetical protein
CNBKHAJB_01723	CDS	768	pcpC_2	1.21.4.5	COG0625	Tetrachloro-P-hydroquinone reductive dehalogenase
CNBKHAJB_01724	CDS	567	yceJ_1		COG3038	Cytochrome b561 
CNBKHAJB_01725	CDS	474				HTH-type transcriptional regulator
CNBKHAJB_01726	CDS	852	yofA		COG0583	HTH-type transcriptional regulator YofA
CNBKHAJB_01727	CDS	1221				hypothetical protein
CNBKHAJB_01728	CDS	606	yibF		COG0625	putative GST-like protein YibF
CNBKHAJB_01729	CDS	264				hypothetical protein
CNBKHAJB_01730	CDS	690				hypothetical protein
CNBKHAJB_01731	CDS	315				hypothetical protein
CNBKHAJB_01732	CDS	1062				hypothetical protein
CNBKHAJB_01733	CDS	411	hmrR_1			HTH-type transcriptional regulator HmrR
CNBKHAJB_01734	CDS	2376	copA_1	7.2.2.8	COG2217	putative copper-importing P-type ATPase A
CNBKHAJB_01735	CDS	360				hypothetical protein
CNBKHAJB_01736	CDS	615	ctaE_3	7.1.1.9	COG1845	Cytochrome c oxidase subunit 3
CNBKHAJB_01737	CDS	258				hypothetical protein
CNBKHAJB_01738	CDS	1539	luxO_2		COG3604	Regulatory protein LuxO
CNBKHAJB_01739	CDS	315				Cytochrome c-554(548)
CNBKHAJB_01740	CDS	1050		1.18.1.2	COG0492	Ferredoxin--NADP reductase
CNBKHAJB_01741	CDS	165				hypothetical protein
CNBKHAJB_01742	CDS	2340	btuB_8			Vitamin B12 transporter BtuB
CNBKHAJB_01743	CDS	2178	btuB_9			Vitamin B12 transporter BtuB
CNBKHAJB_01744	CDS	999				hypothetical protein
CNBKHAJB_01745	CDS	849				hypothetical protein
CNBKHAJB_01746	CDS	789	ssuB	7.6.2.14	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
CNBKHAJB_01747	CDS	1224				hypothetical protein
CNBKHAJB_01748	CDS	660	degU_3		COG2197	Transcriptional regulatory protein DegU
CNBKHAJB_01749	CDS	2079				hypothetical protein
CNBKHAJB_01750	CDS	864				hypothetical protein
CNBKHAJB_01751	CDS	132				hypothetical protein
CNBKHAJB_01752	CDS	1989				hypothetical protein
CNBKHAJB_01753	CDS	573	rssB_2			Regulator of RpoS
CNBKHAJB_01754	CDS	4011	rcsC_9	2.7.13.3		Sensor histidine kinase RcsC
CNBKHAJB_01755	CDS	1194	rocR	3.1.4.52		Cyclic di-GMP phosphodiesterase RocR
CNBKHAJB_01756	CDS	720	hupC			putative Ni/Fe-hydrogenase B-type cytochrome subunit
CNBKHAJB_01757	CDS	303				hypothetical protein
CNBKHAJB_01758	CDS	3075	czcA_1			Cobalt-zinc-cadmium resistance protein CzcA
CNBKHAJB_01759	CDS	1077				hypothetical protein
CNBKHAJB_01760	CDS	492				hypothetical protein
CNBKHAJB_01761	CDS	813	paaF_2	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
CNBKHAJB_01762	CDS	456	yccU		COG1832	putative protein YccU
CNBKHAJB_01763	CDS	1965				hypothetical protein
CNBKHAJB_01764	CDS	396				hypothetical protein
CNBKHAJB_01765	CDS	351				hypothetical protein
CNBKHAJB_01766	CDS	837	umpB			Na(+), Li(+), K(+)/H(+) antiporter subunit B
CNBKHAJB_01767	CDS	738	umpA			Na(+), Li(+), K(+)/H(+) antiporter subunit A
CNBKHAJB_01768	CDS	1203	trpB1	4.2.1.20	COG0133	Tryptophan synthase beta chain 1
CNBKHAJB_01769	CDS	387	hmrR_2			HTH-type transcriptional regulator HmrR
CNBKHAJB_01770	CDS	624	zitB			Zinc transporter ZitB
CNBKHAJB_01771	CDS	1374				hypothetical protein
CNBKHAJB_01772	CDS	1017				hypothetical protein
CNBKHAJB_01773	CDS	3117	cnrA			nickel efflux RND transporter permease subunit CnrA
CNBKHAJB_01774	CDS	1077				hypothetical protein
CNBKHAJB_01775	CDS	3117	czcA_2			Cobalt-zinc-cadmium resistance protein CzcA
CNBKHAJB_01776	CDS	1182	mdtA_5			Multidrug resistance protein MdtA
CNBKHAJB_01777	CDS	1434	phoB_2	3.1.3.1	COG1785	Alkaline phosphatase 3
CNBKHAJB_01778	CDS	1185				hypothetical protein
CNBKHAJB_01779	CDS	633				hypothetical protein
CNBKHAJB_01780	CDS	3156				hypothetical protein
CNBKHAJB_01781	CDS	420	cdd	3.5.4.5	COG0295	Cytidine deaminase
CNBKHAJB_01782	CDS	1317	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
CNBKHAJB_01783	CDS	579	tdk	2.7.1.21		Thymidine kinase
CNBKHAJB_01784	CDS	774	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
CNBKHAJB_01785	CDS	1245	nupX		COG1972	Putative nucleoside permease NupX
CNBKHAJB_01786	CDS	651	udk	2.7.1.48		Uridine kinase
CNBKHAJB_01787	CDS	1215	deoB	5.4.2.7	COG1015	Phosphopentomutase
CNBKHAJB_01788	CDS	2310	iacT_3		COG4773	Iron and copper transporter IacT
CNBKHAJB_01789	CDS	705	deoD	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
CNBKHAJB_01790	CDS	996	add	3.5.4.4	COG1816	Adenosine deaminase
CNBKHAJB_01791	CDS	906				hypothetical protein
CNBKHAJB_01792	CDS	993				hypothetical protein
CNBKHAJB_01793	CDS	843	vldW	1.14.11.52		Validamycin A dioxygenase
CNBKHAJB_01794	CDS	726	pxpA3	3.5.2.9		5-oxoprolinase subunit A 3
CNBKHAJB_01795	CDS	750	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
CNBKHAJB_01796	CDS	969	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
CNBKHAJB_01797	CDS	951	uspE_1		COG0589	Universal stress protein E
CNBKHAJB_01798	CDS	720	fnr_1		COG0664	Fumarate and nitrate reduction regulatory protein
CNBKHAJB_01799	CDS	750				hypothetical protein
CNBKHAJB_01800	CDS	213				hypothetical protein
CNBKHAJB_01801	CDS	2463	copA_2	7.2.2.8	COG2217	putative copper-importing P-type ATPase A
CNBKHAJB_01802	CDS	495				hypothetical protein
CNBKHAJB_01803	CDS	972	ccoP2		COG2010	Cbb3-type cytochrome c oxidase subunit CcoP2
CNBKHAJB_01804	CDS	207				hypothetical protein
CNBKHAJB_01805	CDS	645				hypothetical protein
CNBKHAJB_01806	CDS	1425	ccoN1	7.1.1.9	COG3278	Cbb3-type cytochrome c oxidase subunit CcoN1
CNBKHAJB_01807	CDS	786	fnr_2		COG0664	Anaerobic regulatory protein
CNBKHAJB_01808	CDS	474				hypothetical protein
CNBKHAJB_01809	CDS	1659	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
CNBKHAJB_01810	CDS	798	gloB_3	3.1.2.6		Hydroxyacylglutathione hydrolase
CNBKHAJB_01811	CDS	774				hypothetical protein
CNBKHAJB_01812	CDS	759			COG0327	GTP cyclohydrolase 1 type 2 
CNBKHAJB_01813	CDS	765				hypothetical protein
CNBKHAJB_01814	CDS	1608			COG1292	Glycine betaine transporter 1
CNBKHAJB_01815	CDS	1371	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
CNBKHAJB_01816	CDS	432	ohrR_1		COG1846	Organic hydroperoxide resistance transcriptional regulator
CNBKHAJB_01817	CDS	483	gpx1	1.11.1.22	COG0386	Hydroperoxy fatty acid reductase gpx1
CNBKHAJB_01818	CDS	864	ykwC	1.1.-.-	COG2084	putative oxidoreductase YkwC
CNBKHAJB_01819	CDS	804				hypothetical protein
CNBKHAJB_01820	CDS	1452	sdcS			Sodium-dependent dicarboxylate transporter SdcS
CNBKHAJB_01821	CDS	1044				hypothetical protein
CNBKHAJB_01822	CDS	1836	dctB	2.7.13.3	COG4191	C4-dicarboxylate transport sensor protein DctB
CNBKHAJB_01823	CDS	1362	dctD		COG2204	C4-dicarboxylate transport transcriptional regulatory protein DctD
CNBKHAJB_01824	CDS	1464	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
CNBKHAJB_01825	CDS	1173	intA_1		COG0582	Prophage integrase IntA
CNBKHAJB_01826	CDS	807				hypothetical protein
CNBKHAJB_01827	CDS	261				hypothetical protein
CNBKHAJB_01828	CDS	219				hypothetical protein
CNBKHAJB_01829	CDS	825				hypothetical protein
CNBKHAJB_01830	CDS	327				hypothetical protein
CNBKHAJB_01831	CDS	585				hypothetical protein
CNBKHAJB_01832	CDS	576				IS66 family transposase ISVme1
CNBKHAJB_01833	CDS	1473	gabD_2	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
CNBKHAJB_01834	CDS	924	davT_1	2.6.1.48	COG0160	5-aminovalerate aminotransferase DavT
CNBKHAJB_01835	CDS	372	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase GabT
CNBKHAJB_01836	CDS	1356	spuC_1	2.6.1.113		Putrescine--pyruvate aminotransferase
CNBKHAJB_01837	CDS	174				hypothetical protein
CNBKHAJB_01838	CDS	705				hypothetical protein
CNBKHAJB_01839	CDS	1329	puuP		COG0531	Putrescine importer PuuP
CNBKHAJB_01840	CDS	747	ramA	3.5.1.100		(R)-stereoselective amidase
CNBKHAJB_01841	CDS	1197				hypothetical protein
CNBKHAJB_01842	CDS	1830				hypothetical protein
CNBKHAJB_01843	CDS	627	uvrY_1		COG2197	Response regulator UvrY
CNBKHAJB_01844	CDS	1764	hmp_2	1.14.12.17		Flavohemoprotein
CNBKHAJB_01845	CDS	1029	spuE			Spermidine-binding periplasmic protein SpuE
CNBKHAJB_01846	CDS	810	potC		COG1177	Spermidine/putrescine transport system permease protein PotC
CNBKHAJB_01847	CDS	879	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
CNBKHAJB_01848	CDS	1071	potA	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
CNBKHAJB_01849	CDS	1440	steT		COG0531	Serine/threonine exchanger SteT
CNBKHAJB_01850	CDS	696				hypothetical protein
CNBKHAJB_01851	CDS	597				hypothetical protein
CNBKHAJB_01852	CDS	138				hypothetical protein
CNBKHAJB_01853	CDS	1206	ycaD_2		COG0477	putative MFS-type transporter YcaD
CNBKHAJB_01854	CDS	1179	argE_2	3.5.1.16	COG0624	Acetylornithine deacetylase
CNBKHAJB_01855	CDS	681				hypothetical protein
CNBKHAJB_01856	CDS	411	rutC	3.5.-.-		3-aminoacrylate deaminase RutC
CNBKHAJB_01857	CDS	1530	hpaH	1.14.14.8	COG2368	Anthranilate 3-monooxygenase oxygenase component
CNBKHAJB_01858	CDS	1260		1.18.1.2		Ferredoxin--NADP reductase
CNBKHAJB_01859	CDS	1347				hypothetical protein
CNBKHAJB_01860	CDS	2115	tlpQ_1			Methyl-accepting chemotaxis protein TlpQ
CNBKHAJB_01861	CDS	1242	maeB_2	1.1.1.40	COG0281	NADP-dependent malic enzyme
CNBKHAJB_01862	CDS	1458	aspA	4.3.1.1		Aspartate ammonia-lyase
CNBKHAJB_01863	CDS	1500	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
CNBKHAJB_01864	CDS	1404	spuC_2	2.6.1.113		Putrescine--pyruvate aminotransferase
CNBKHAJB_01865	CDS	909	gltC_1		COG0583	Transcriptional dual regulator GltC
CNBKHAJB_01866	CDS	507	hndA_1	1.12.1.3		NADP-reducing hydrogenase subunit HndA
CNBKHAJB_01867	CDS	1605				hypothetical protein
CNBKHAJB_01868	CDS	2904	fdhA_1	1.17.1.10		NADP(+)-dependent formate dehydrogenase subunit alpha
CNBKHAJB_01869	CDS	861	fdhD_1		COG1526	Sulfur carrier protein FdhD
CNBKHAJB_01870	CDS	240				hypothetical protein
CNBKHAJB_01871	CDS	1341	hisD_1	1.1.1.23		Histidinol dehydrogenase
CNBKHAJB_01872	CDS	597	xerC_2			Tyrosine recombinase XerC
CNBKHAJB_01873	CDS	276	hupB_2		COG0776	DNA-binding protein HU-beta
CNBKHAJB_01874	CDS	171				hypothetical protein
CNBKHAJB_01875	CDS	420				hypothetical protein
CNBKHAJB_01876	CDS	561				hypothetical protein
CNBKHAJB_01877	CDS	549				hypothetical protein
CNBKHAJB_01878	CDS	420				hypothetical protein
CNBKHAJB_01879	CDS	888				hypothetical protein
CNBKHAJB_01880	CDS	1344	hutI_2	3.5.2.7		Imidazolonepropionase
CNBKHAJB_01881	CDS	1758	nfdA_1	3.5.1.91		N-substituted formamide deformylase
CNBKHAJB_01882	CDS	858				hypothetical protein
CNBKHAJB_01883	CDS	1731	nfdA_2	3.5.1.91		N-substituted formamide deformylase
CNBKHAJB_01884	CDS	3474				hypothetical protein
CNBKHAJB_01885	CDS	1647	ilvD_1	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
CNBKHAJB_01886	CDS	1395				hypothetical protein
CNBKHAJB_01887	CDS	936	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
CNBKHAJB_01888	CDS	1146	lldD	1.1.-.-	COG1304	Putative L-lactate dehydrogenase
CNBKHAJB_01889	CDS	813				hypothetical protein
CNBKHAJB_01890	CDS	717				hypothetical protein
CNBKHAJB_01891	CDS	1311				hypothetical protein
CNBKHAJB_01892	CDS	2295	iacT_4		COG4773	Iron and copper transporter IacT
CNBKHAJB_01893	CDS	561				hypothetical protein
CNBKHAJB_01894	CDS	1011				hypothetical protein
CNBKHAJB_01895	CDS	1050	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
CNBKHAJB_01896	CDS	1014	pseB	4.2.1.115	COG1086	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
CNBKHAJB_01897	CDS	1170	pseC	2.6.1.92	COG0399	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase
CNBKHAJB_01898	CDS	696	neuA	2.7.7.82	COG1083	CMP-N,N'-diacetyllegionaminic acid synthase
CNBKHAJB_01899	CDS	1104	pseG	3.6.1.57	COG3980	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase
CNBKHAJB_01900	CDS	660	arnA	2.1.2.13		Bifunctional polymyxin resistance protein ArnA
CNBKHAJB_01901	CDS	1059	pseI	2.5.1.97	COG2089	Pseudaminic acid synthase
CNBKHAJB_01902	CDS	1524				hypothetical protein
CNBKHAJB_01903	CDS	1248				hypothetical protein
CNBKHAJB_01904	CDS	999				hypothetical protein
CNBKHAJB_01905	CDS	819				hypothetical protein
CNBKHAJB_01906	CDS	1236				hypothetical protein
CNBKHAJB_01907	CDS	1074				hypothetical protein
CNBKHAJB_01908	CDS	765	tuaG	2.4.-.-	COG1215	Putative teichuronic acid biosynthesis glycosyltransferase TuaG
CNBKHAJB_01909	CDS	312	ugd_2	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
CNBKHAJB_01910	CDS	663	ugd_3	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
CNBKHAJB_01911	CDS	900	galU_2	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
CNBKHAJB_01912	CDS	1656	pgi_2	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
CNBKHAJB_01913	CDS	1113				hypothetical protein
CNBKHAJB_01914	CDS	1374			COG0232	Deoxyguanosinetriphosphate triphosphohydrolase-like protein 1
CNBKHAJB_01915	CDS	969	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
CNBKHAJB_01916	CDS	735	cmoA	2.1.3.-	COG2226	Carboxy-S-adenosyl-L-methionine synthase
CNBKHAJB_01917	CDS	2868	mltF_1			Membrane-bound lytic murein transglycosylase F
CNBKHAJB_01918	CDS	1806	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
CNBKHAJB_01919	CDS	528	ruvC	3.1.21.10	COG0817	Crossover junction endodeoxyribonuclease RuvC
CNBKHAJB_01920	CDS	636	ruvA		COG0632	Holliday junction branch migration complex subunit RuvA
CNBKHAJB_01921	CDS	1014	ruvB_1	3.6.4.-	COG2255	Holliday junction branch migration complex subunit RuvB
CNBKHAJB_01922	CDS	1257				hypothetical protein
CNBKHAJB_01923	CDS	726	yknY_3	7.6.2.-	COG1136	putative ABC transporter ATP-binding protein YknY
CNBKHAJB_01924	CDS	2430				hypothetical protein
CNBKHAJB_01925	CDS	1398	zraR_2			Transcriptional regulatory protein ZraR
CNBKHAJB_01926	CDS	1344	srrB	2.7.13.3		Sensor protein SrrB
CNBKHAJB_01927	CDS	510				hypothetical protein
CNBKHAJB_01928	CDS	2583				hypothetical protein
CNBKHAJB_01929	CDS	1809	msbA_1	7.5.2.6	COG1132	ATP-dependent lipid A-core flippase
CNBKHAJB_01930	CDS	1032	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
CNBKHAJB_01931	CDS	198				hypothetical protein
CNBKHAJB_01932	CDS	843	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
CNBKHAJB_01933	CDS	597	ubiT			Ubiquinone biosynthesis accessory factor UbiT
CNBKHAJB_01934	CDS	996	ubiU_2		COG0826	Ubiquinone biosynthesis protein UbiU
CNBKHAJB_01935	CDS	882	ubiV		COG0826	Ubiquinone biosynthesis protein UbiV
CNBKHAJB_01936	CDS	1152	roxA	1.14.11.47	COG2850	Ribosomal protein uL16 3-hydroxylase
CNBKHAJB_01937	CDS	2907	ptrA_1	3.4.24.55	COG1025	Protease 3
CNBKHAJB_01938	CDS	1431				hypothetical protein
CNBKHAJB_01939	CDS	1833				hypothetical protein
CNBKHAJB_01940	CDS	732	rsuA_1	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
CNBKHAJB_01941	CDS	288				hypothetical protein
CNBKHAJB_01942	CDS	1698				hypothetical protein
CNBKHAJB_01943	CDS	3624	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
CNBKHAJB_01944	CDS	525	resA_4		COG0526	Thiol-disulfide oxidoreductase ResA
CNBKHAJB_01945	CDS	339				hypothetical protein
CNBKHAJB_01946	CDS	900	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
CNBKHAJB_01947	CDS	1401	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
CNBKHAJB_01948	CDS	1728				hypothetical protein
CNBKHAJB_01949	CDS	630	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
CNBKHAJB_01950	CDS	999				hypothetical protein
CNBKHAJB_01951	CDS	1023	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
CNBKHAJB_01952	CDS	621				hypothetical protein
CNBKHAJB_01953	CDS	732				hypothetical protein
CNBKHAJB_01954	CDS	1761	ggt_1	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
CNBKHAJB_01955	CDS	606				hypothetical protein
CNBKHAJB_01956	CDS	4089				hypothetical protein
CNBKHAJB_01957	CDS	1050	oleA	2.3.3.20	COG0332	Acyl-CoA:acyl-CoA alkyltransferase
CNBKHAJB_01958	CDS	927	oleB	4.1.1.114	COG0596	Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase
CNBKHAJB_01959	CDS	1797	oleC	6.1.3.1	COG0318	Olefin beta-lactone synthetase
CNBKHAJB_01960	CDS	1203	oleD	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
CNBKHAJB_01961	CDS	402	ybgC_2	3.1.2.-	COG0824	Acyl-CoA thioesterase YbgC
CNBKHAJB_01962	CDS	753	ygfF	1.-.-.-	COG1028	putative oxidoreductase YgfF
CNBKHAJB_01963	CDS	681				hypothetical protein
CNBKHAJB_01964	CDS	339				hypothetical protein
CNBKHAJB_01965	CDS	285				hypothetical protein
CNBKHAJB_01966	CDS	258				hypothetical protein
CNBKHAJB_01967	CDS	495				hypothetical protein
CNBKHAJB_01968	CDS	882				hypothetical protein
CNBKHAJB_01969	CDS	603				hypothetical protein
CNBKHAJB_01970	CDS	186				hypothetical protein
CNBKHAJB_01971	CDS	276				hypothetical protein
CNBKHAJB_01972	CDS	528	ahpD	1.11.1.28		Alkyl hydroperoxide reductase AhpD
CNBKHAJB_01973	CDS	543				hypothetical protein
CNBKHAJB_01974	CDS	354				hypothetical protein
CNBKHAJB_01975	CDS	564				hypothetical protein
CNBKHAJB_01976	CDS	315				hypothetical protein
CNBKHAJB_01977	CDS	234				hypothetical protein
CNBKHAJB_01978	CDS	1185				IS110 family transposase ISCps8
CNBKHAJB_01979	CDS	519	blc		COG3040	Outer membrane lipoprotein Blc
CNBKHAJB_01980	CDS	147				hypothetical protein
CNBKHAJB_01981	CDS	231				hypothetical protein
CNBKHAJB_01982	CDS	597				hypothetical protein
CNBKHAJB_01983	CDS	264				hypothetical protein
CNBKHAJB_01984	CDS	177				hypothetical protein
CNBKHAJB_01985	CDS	456				hypothetical protein
CNBKHAJB_01986	CDS	147				hypothetical protein
CNBKHAJB_01987	CDS	507				hypothetical protein
CNBKHAJB_01988	CDS	186				hypothetical protein
CNBKHAJB_01989	CDS	345				hypothetical protein
CNBKHAJB_01990	CDS	273				hypothetical protein
CNBKHAJB_01991	CDS	1854				hypothetical protein
CNBKHAJB_01992	CDS	468				hypothetical protein
CNBKHAJB_01993	CDS	1473				hypothetical protein
CNBKHAJB_01994	CDS	603	yaeQ		COG4681	putative protein YaeQ
CNBKHAJB_01995	CDS	1122	pucG_1	2.6.1.112	COG0075	(S)-ureidoglycine--glyoxylate transaminase
CNBKHAJB_01996	CDS	501				hypothetical protein
CNBKHAJB_01997	CDS	432				hypothetical protein
CNBKHAJB_01998	CDS	663	nth	4.2.99.18	COG0177	Endonuclease III
CNBKHAJB_01999	CDS	792	rnfE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
CNBKHAJB_02000	CDS	780	rsxG	7.-.-.-		Ion-translocating oxidoreductase complex subunit G
CNBKHAJB_02001	CDS	1062	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
